person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23,70236,2.0,7.0,1.0,2.0,8700,13.47,0,0.12,1.0,4
26,30000,0.0,3.0,0.0,1.0,4200,9.91,0,0.14,0.0,4
25,59000,1.0,6.0,4.0,0.0,5000,6.17,0,0.08,0.0,2
26,71000,0.0,0.0,2.0,1.0,11600,10.99,0,0.16,0.0,2
21,32000,0.0,1.0,3.0,0.0,2500,7.4,0,0.08,0.0,3
35,120000,2.0,4.0,2.0,1.0,8850,10.99,0,0.07,0.0,7
27,65000,0.0,9.0,1.0,2.0,3500,13.49,0,0.05,0.0,9
26,40000,0.0,0.0,3.0,0.0,8200,6.62,0,0.2,0.0,4
25,123000,0.0,1.0,2.0,1.0,8000,12.53,0,0.07,0.0,3
30,67000,0.0,2.0,3.0,0.0,9250,,0,0.14,0.0,7
24,40000,2.0,8.0,1.0,3.0,3000,15.65,0,0.07,0.0,2
21,24996,0.0,1.0,5.0,2.0,5000,,0,0.2,1.0,3
26,35000,0.0,0.0,5.0,0.0,4800,8.9,0,0.14,0.0,2
31,22000,0.0,6.0,1.0,1.0,4800,10.65,0,0.22,0.0,10
23,115000,2.0,1.0,3.0,0.0,8000,8.49,0,0.07,0.0,4
23,83000,2.0,0.0,3.0,3.0,20000,14.54,0,0.24,1.0,4
23,70572,2.0,8.0,1.0,0.0,14500,5.99,0,0.21,0.0,3
30,135000,2.0,8.0,5.0,0.0,32000,7.9,0,0.24,0.0,9
26,150000,2.0,0.0,5.0,0.0,6000,9.63,0,0.04,0.0,4
23,41000,0.0,5.0,1.0,3.0,4200,14.54,0,0.1,1.0,3
29,73000,2.0,7.0,1.0,0.0,12000,7.29,0,0.16,0.0,8
22,51300,1.0,6.0,0.0,3.0,11200,15.31,0,0.22,1.0,3
39,45000,2.0,3.0,0.0,2.0,12000,14.72,0,0.27,0.0,13
24,73000,0.0,2.0,5.0,0.0,6500,,0,0.09,0.0,4
26,45000,2.0,5.0,0.0,0.0,14650,7.49,0,0.33,0.0,2
22,61000,2.0,6.0,5.0,0.0,12000,7.29,0,0.2,0.0,3
22,40499,2.0,7.0,2.0,1.0,11500,11.83,0,0.28,0.0,4
30,145000,2.0,4.0,1.0,1.0,12000,,0,0.08,0.0,8
39,43000,2.0,3.0,4.0,0.0,6250,7.68,0,0.15,0.0,14
30,55000,2.0,1.0,0.0,1.0,6500,10.99,0,0.12,0.0,9
31,80000,0.0,3.0,3.0,0.0,10000,7.66,0,0.13,0.0,7
25,27040,0.0,2.0,0.0,0.0,6000,7.9,0,0.22,0.0,2
33,95000,2.0,4.0,4.0,0.0,11200,7.29,0,0.12,0.0,8
21,42000,0.0,4.0,1.0,1.0,4000,12.42,0,0.1,0.0,3
27,275000,2.0,11.0,3.0,1.0,35000,,0,0.13,0.0,6
39,61766,2.0,4.0,1.0,0.0,5500,7.14,0,0.09,0.0,15
32,53000,2.0,1.0,1.0,2.0,6800,12.84,0,0.13,1.0,7
34,75000,2.0,7.0,5.0,0.0,6500,9.38,0,0.09,0.0,7
27,48996,2.0,0.0,4.0,1.0,5000,11.83,0,0.1,0.0,10
21,45000,2.0,5.0,5.0,0.0,8000,7.51,0,0.18,0.0,4
28,75000,0.0,6.0,3.0,0.0,10000,7.9,0,0.13,0.0,5
22,64000,0.0,7.0,3.0,3.0,13000,14.11,0,0.2,0.0,3
30,130000,2.0,14.0,3.0,1.0,4000,,0,0.03,0.0,6
24,38112,0.0,2.0,0.0,0.0,6800,7.68,0,0.18,0.0,3
29,28800,0.0,2.0,1.0,0.0,7225,6.92,0,0.25,0.0,7
24,36000,0.0,5.0,3.0,3.0,6000,14.96,0,0.17,0.0,3
34,42000,2.0,18.0,4.0,0.0,2000,5.79,0,0.05,0.0,8
39,105000,2.0,1.0,5.0,0.0,9000,9.32,0,0.09,0.0,12
22,39336,0.0,6.0,3.0,0.0,3500,5.42,0,0.09,0.0,2
23,74880,0.0,3.0,1.0,1.0,3500,11.11,0,0.05,0.0,4
26,36400,0.0,4.0,1.0,0.0,2300,7.4,0,0.06,0.0,2
32,45996,0.0,2.0,2.0,1.0,1800,11.58,0,0.04,0.0,9
47,52000,1.0,2.0,3.0,1.0,5000,10.08,0,0.1,0.0,12
36,60000,0.0,1.0,0.0,2.0,7200,,0,0.12,1.0,12
29,50000,0.0,5.0,5.0,2.0,6000,13.49,0,0.12,1.0,7
21,30000,0.0,3.0,3.0,2.0,5000,13.92,0,0.17,0.0,4
25,50000,2.0,2.0,0.0,0.0,10000,7.9,0,0.2,0.0,4
25,53742,2.0,9.0,4.0,0.0,10750,5.79,0,0.2,0.0,2
26,41000,0.0,10.0,5.0,2.0,5600,15.96,0,0.14,0.0,4
30,101500,0.0,2.0,4.0,1.0,18000,12.18,0,0.18,0.0,7
26,49200,2.0,8.0,1.0,0.0,4800,6.17,0,0.1,0.0,3
32,225000,2.0,4.0,0.0,2.0,20000,13.92,0,0.09,0.0,10
24,110000,0.0,4.0,5.0,1.0,18000,12.18,0,0.16,0.0,4
30,38400,0.0,6.0,5.0,2.0,1600,13.49,0,0.04,0.0,10
26,120000,0.0,3.0,4.0,0.0,5000,7.68,0,0.04,0.0,2
35,50000,0.0,4.0,1.0,1.0,10000,9.91,0,0.2,0.0,7
23,112800,2.0,3.0,1.0,1.0,35000,,0,0.31,0.0,2
27,65000,2.0,11.0,4.0,0.0,8000,7.49,0,0.12,0.0,9
24,203500,1.0,8.0,2.0,2.0,20000,13.04,0,0.1,0.0,3
34,64000,2.0,2.0,2.0,0.0,8000,6.91,0,0.13,0.0,5
27,128000,2.0,2.0,5.0,1.0,18000,11.83,0,0.14,0.0,6
21,28692,2.0,5.0,1.0,1.0,3000,10.75,0,0.1,0.0,2
27,36000,2.0,6.0,4.0,2.0,7000,12.98,0,0.19,1.0,7
22,54000,0.0,4.0,5.0,2.0,9000,15.96,0,0.17,1.0,3
28,52000,0.0,3.0,4.0,1.0,7000,11.99,0,0.13,0.0,8
30,67642,2.0,5.0,0.0,1.0,17000,11.58,0,0.25,0.0,6
30,80000,0.0,0.0,2.0,0.0,8900,6.17,0,0.11,0.0,10
24,110000,2.0,8.0,1.0,0.0,8000,6.76,0,0.07,0.0,4
28,116000,1.0,7.0,3.0,2.0,12000,13.49,0,0.1,1.0,6
29,74000,0.0,13.0,4.0,1.0,11500,11.71,0,0.16,0.0,10
22,51500,2.0,6.0,1.0,1.0,7500,9.88,0,0.15,0.0,3
25,43200,0.0,,3.0,1.0,1200,9.91,0,0.03,0.0,4
31,250000,2.0,2.0,2.0,2.0,4000,14.22,0,0.02,1.0,10
22,72000,2.0,6.0,3.0,1.0,25000,9.83,0,0.35,0.0,3
25,40800,2.0,,4.0,0.0,8000,5.79,0,0.2,0.0,2
25,150000,2.0,3.0,4.0,0.0,15000,6.54,0,0.1,0.0,2
29,55000,2.0,5.0,0.0,0.0,12000,7.49,0,0.22,0.0,6
28,36000,0.0,0.0,5.0,1.0,10000,11.11,0,0.28,0.0,5
24,35000,1.0,1.0,2.0,3.0,7000,16.29,0,0.2,0.0,4
41,61000,2.0,7.0,5.0,1.0,15000,,0,0.25,0.0,11
29,42000,0.0,0.0,1.0,2.0,7500,12.87,0,0.18,1.0,8
50,51500,1.0,7.0,3.0,0.0,10875,7.49,0,0.21,0.0,14
35,74000,2.0,13.0,5.0,0.0,5000,7.9,0,0.07,0.0,5
25,27996,0.0,0.0,2.0,1.0,1500,11.89,0,0.05,0.0,3
39,32400,0.0,3.0,2.0,1.0,7000,,0,0.22,0.0,16
32,155004,2.0,9.0,3.0,0.0,15000,8.49,0,0.1,0.0,8
23,59000,0.0,7.0,1.0,0.0,7500,6.54,0,0.13,0.0,2
27,42162,3.0,11.0,3.0,0.0,2400,7.74,0,0.06,0.0,8
27,36000,2.0,5.0,0.0,0.0,5000,,0,0.14,0.0,10
24,50000,0.0,4.0,4.0,1.0,5600,,0,0.11,0.0,4
33,62000,0.0,4.0,3.0,1.0,8000,11.48,0,0.13,0.0,7
30,54000,2.0,5.0,1.0,0.0,5000,7.88,0,0.09,0.0,5
23,85000,2.0,4.0,1.0,0.0,3000,6.03,0,0.04,0.0,3
33,21000,1.0,1.0,1.0,1.0,7750,11.83,0,0.37,0.0,6
27,110000,0.0,5.0,3.0,1.0,18000,9.91,0,0.16,0.0,5
63,106000,2.0,0.0,0.0,2.0,11500,12.98,0,0.11,0.0,23
33,63550,0.0,6.0,2.0,0.0,6000,,0,0.09,0.0,8
24,37500,0.0,2.0,5.0,2.0,1600,11.03,0,0.04,1.0,3
23,100000,2.0,7.0,1.0,0.0,15000,7.88,0,0.15,0.0,4
25,68250,2.0,3.0,1.0,0.0,17000,,0,0.25,0.0,3
26,40000,0.0,11.0,0.0,1.0,5000,9.91,0,0.13,0.0,3
24,24000,2.0,3.0,2.0,0.0,8000,5.99,0,0.33,0.0,4
43,44000,1.0,18.0,2.0,0.0,8000,9.32,0,0.18,0.0,15
23,11000,1.0,0.0,0.0,0.0,1400,9.32,0,0.13,0.0,3
23,36000,1.0,,3.0,0.0,18000,7.88,0,0.5,0.0,2
21,33000,2.0,5.0,0.0,1.0,7800,9.88,0,0.24,0.0,2
28,39000,0.0,0.0,2.0,0.0,9600,7.49,0,0.25,0.0,8
29,72000,1.0,1.0,1.0,2.0,10000,,0,0.14,0.0,6
24,76248,0.0,8.0,1.0,1.0,2000,,0,0.03,0.0,3
23,45000,0.0,1.0,5.0,2.0,2000,13.49,0,0.04,0.0,2
24,92259,2.0,4.0,4.0,0.0,6000,,0,0.07,0.0,4
27,60000,0.0,0.0,0.0,0.0,3500,9.32,0,0.06,0.0,7
22,35100,0.0,0.0,5.0,2.0,1000,13.98,0,0.03,0.0,2
22,50000,2.0,6.0,1.0,1.0,8000,11.12,0,0.16,0.0,4
31,49000,0.0,6.0,2.0,0.0,5600,6.03,0,0.11,0.0,6
21,25000,0.0,5.0,3.0,0.0,5600,7.29,0,0.22,0.0,2
26,41004,2.0,5.0,3.0,1.0,16000,10.95,0,0.39,0.0,3
54,154000,2.0,1.0,0.0,1.0,12000,12.69,0,0.08,0.0,26
24,110000,0.0,4.0,0.0,0.0,8000,5.99,0,0.07,0.0,3
22,44160,2.0,5.0,3.0,2.0,3000,14.79,0,0.07,0.0,3
29,92250,0.0,2.0,2.0,1.0,13000,10.99,0,0.14,0.0,9
24,54000,2.0,5.0,0.0,0.0,11000,5.42,0,0.2,0.0,2
34,80000,2.0,5.0,0.0,0.0,12000,7.49,0,0.15,0.0,9
27,90000,0.0,1.0,3.0,1.0,6000,11.71,0,0.07,0.0,8
21,49800,0.0,6.0,1.0,0.0,2975,7.9,0,0.06,0.0,2
26,22000,1.0,6.0,3.0,1.0,7500,10.96,0,0.34,0.0,2
25,48000,2.0,,4.0,0.0,4500,5.42,0,0.09,0.0,2
41,32000,2.0,2.0,0.0,2.0,6000,,0,0.19,0.0,12
25,65000,1.0,3.0,3.0,0.0,8700,7.88,0,0.13,0.0,3
33,65000,0.0,4.0,2.0,1.0,10000,11.99,0,0.15,0.0,9
23,61615,2.0,4.0,2.0,1.0,13000,10.62,0,0.21,0.0,3
33,50000,0.0,1.0,4.0,0.0,9000,7.51,0,0.18,0.0,9
33,68508,0.0,17.0,2.0,0.0,7000,8.0,0,0.1,0.0,6
36,130000,2.0,9.0,2.0,1.0,12000,,0,0.09,0.0,14
22,65000,0.0,0.0,2.0,1.0,15000,11.36,0,0.23,0.0,3
23,30000,0.0,0.0,3.0,1.0,7000,12.69,0,0.23,0.0,2
47,65000,0.0,2.0,1.0,1.0,9500,11.89,0,0.15,0.0,14
29,108996,2.0,12.0,3.0,4.0,22000,,0,0.2,1.0,5
26,45000,0.0,10.0,0.0,3.0,11000,14.61,0,0.24,0.0,2
28,70000,2.0,0.0,3.0,1.0,5275,,0,0.08,0.0,5
23,25000,0.0,8.0,1.0,1.0,5000,10.62,0,0.2,0.0,3
35,100000,1.0,9.0,3.0,0.0,10000,8.59,0,0.1,0.0,7
25,66000,0.0,6.0,4.0,1.0,16000,10.0,0,0.24,0.0,4
22,69383,2.0,6.0,0.0,2.0,8500,,0,0.12,1.0,3
29,52000,1.0,0.0,3.0,1.0,16000,10.99,0,0.31,0.0,8
28,35000,2.0,5.0,0.0,2.0,9600,13.16,0,0.27,0.0,8
23,40000,2.0,2.0,2.0,1.0,2000,10.99,0,0.05,0.0,4
25,40000,0.0,0.0,2.0,2.0,4700,12.09,0,0.12,1.0,3
23,21600,1.0,0.0,1.0,1.0,4400,12.53,0,0.2,0.0,2
24,92000,1.0,4.0,2.0,1.0,7200,9.88,0,0.08,0.0,2
22,51000,0.0,4.0,1.0,3.0,9000,15.33,0,0.18,0.0,4
27,50000,1.0,7.0,1.0,2.0,8800,12.29,0,0.18,0.0,7
36,110000,2.0,9.0,4.0,0.0,15000,9.63,0,0.14,0.0,15
32,40320,0.0,4.0,2.0,2.0,8700,12.61,0,0.22,1.0,5
37,55900,2.0,1.0,0.0,1.0,17000,8.7,0,0.3,0.0,12
22,60000,0.0,6.0,3.0,1.0,13000,9.99,0,0.22,0.0,4
29,48000,2.0,3.0,1.0,1.0,9000,11.99,0,0.19,0.0,5
29,47000,0.0,2.0,2.0,1.0,5000,10.62,0,0.11,0.0,9
23,27996,1.0,1.0,1.0,2.0,4200,14.72,0,0.15,1.0,4
24,24000,0.0,1.0,2.0,1.0,2500,10.74,0,0.1,0.0,3
32,67000,2.0,12.0,2.0,1.0,10000,10.25,0,0.15,0.0,9
29,51000,2.0,12.0,0.0,1.0,1800,11.49,0,0.04,0.0,8
22,28800,2.0,2.0,2.0,0.0,10000,7.49,0,0.35,0.0,2
23,40000,0.0,4.0,5.0,2.0,10000,12.84,0,0.25,0.0,4
37,88824,2.0,8.0,3.0,0.0,3600,6.62,0,0.04,0.0,17
22,105000,2.0,2.0,3.0,4.0,15000,15.95,0,0.14,0.0,3
26,65000,2.0,11.0,3.0,0.0,10950,7.88,0,0.17,0.0,2
27,56331,2.0,7.0,1.0,1.0,10000,10.36,0,0.18,0.0,10
27,46300,2.0,3.0,5.0,2.0,11500,13.48,0,0.25,1.0,8
21,35000,1.0,5.0,3.0,0.0,4000,7.29,0,0.11,0.0,2
29,89849,2.0,13.0,0.0,2.0,6000,13.98,0,0.07,1.0,10
36,140004,2.0,4.0,5.0,0.0,10000,6.92,0,0.07,0.0,11
28,100000,2.0,12.0,5.0,1.0,12000,10.99,0,0.12,0.0,8
26,59020,2.0,10.0,0.0,1.0,7000,10.0,0,0.12,0.0,2
24,50000,0.0,4.0,5.0,0.0,14400,,0,0.29,0.0,2
37,77000,2.0,2.0,3.0,2.0,15000,12.29,0,0.19,0.0,15
23,56000,2.0,1.0,2.0,0.0,10000,8.59,0,0.18,0.0,3
30,98000,2.0,2.0,4.0,0.0,5000,7.14,0,0.05,0.0,5
22,45500,0.0,0.0,3.0,0.0,10000,5.99,0,0.22,0.0,4
22,22000,1.0,1.0,5.0,3.0,8500,15.05,0,0.39,0.0,4
37,30000,0.0,6.0,2.0,2.0,3000,11.03,0,0.1,0.0,13
23,49000,0.0,6.0,5.0,0.0,6000,7.9,0,0.12,0.0,3
29,61000,0.0,12.0,3.0,3.0,10000,16.07,0,0.16,0.0,9
26,88000,0.0,10.0,0.0,1.0,10000,12.69,0,0.11,0.0,4
23,109200,2.0,4.0,3.0,0.0,10000,8.63,0,0.09,0.0,2
28,47200,0.0,3.0,0.0,1.0,10000,9.99,0,0.21,0.0,8
21,90200,0.0,2.0,0.0,2.0,19125,13.92,0,0.21,0.0,4
22,75000,0.0,2.0,2.0,2.0,20000,,0,0.27,1.0,2
47,178000,1.0,31.0,3.0,1.0,9000,10.99,0,0.05,0.0,17
26,104676,2.0,,2.0,0.0,16000,5.99,0,0.15,0.0,4
38,150000,1.0,0.0,3.0,1.0,24000,11.83,0,0.16,0.0,13
22,61500,2.0,5.0,3.0,0.0,30000,6.62,0,0.49,0.0,3
38,40320,2.0,4.0,1.0,3.0,15000,16.07,0,0.37,0.0,14
43,75000,0.0,0.0,4.0,0.0,12000,7.9,0,0.16,0.0,16
27,98000,2.0,5.0,3.0,1.0,15000,11.36,0,0.15,0.0,7
27,166000,2.0,11.0,4.0,4.0,30000,,0,0.18,0.0,9
24,85000,2.0,5.0,4.0,1.0,12000,11.14,0,0.14,0.0,3
24,50000,2.0,7.0,3.0,3.0,1000,14.42,0,0.02,0.0,3
22,43000,1.0,6.0,1.0,0.0,7750,7.66,0,0.18,0.0,2
24,62000,2.0,6.0,4.0,1.0,10000,10.74,0,0.16,0.0,2
36,50000,0.0,3.0,3.0,1.0,3000,11.26,0,0.06,0.0,11
24,39456,1.0,8.0,0.0,0.0,1325,6.62,0,0.03,0.0,2
32,25000,1.0,2.0,3.0,3.0,5000,16.32,0,0.2,1.0,9
29,200000,0.0,4.0,0.0,0.0,5000,7.43,0,0.03,0.0,10
31,102000,2.0,5.0,1.0,0.0,4000,7.88,0,0.04,0.0,10
22,41784,2.0,6.0,5.0,0.0,5000,6.03,0,0.12,0.0,2
28,47000,1.0,5.0,5.0,3.0,13000,14.54,0,0.28,0.0,9
25,101000,2.0,9.0,1.0,1.0,17000,11.71,0,0.17,0.0,3
29,35000,0.0,6.0,1.0,2.0,4000,15.23,0,0.11,1.0,9
27,57996,0.0,11.0,1.0,1.0,7500,12.21,0,0.13,0.0,10
41,100000,0.0,3.0,3.0,1.0,12000,10.74,0,0.12,0.0,12
41,40000,0.0,3.0,0.0,0.0,9200,7.49,0,0.23,0.0,15
23,56000,0.0,2.0,2.0,0.0,2400,8.9,0,0.04,0.0,3
40,132000,0.0,18.0,5.0,2.0,11200,12.68,0,0.08,0.0,12
28,65000,2.0,8.0,1.0,3.0,3000,,0,0.05,0.0,7
21,44304,0.0,5.0,1.0,2.0,2000,13.85,0,0.05,0.0,4
29,65000,2.0,13.0,0.0,2.0,16000,12.87,0,0.25,1.0,10
24,48000,1.0,2.0,1.0,2.0,15000,13.06,0,0.31,0.0,4
23,60000,0.0,2.0,3.0,0.0,9000,6.17,0,0.15,0.0,2
26,85200,2.0,10.0,4.0,0.0,8000,6.03,0,0.09,0.0,4
27,27000,2.0,4.0,3.0,0.0,4300,5.99,0,0.16,0.0,6
24,30000,0.0,6.0,2.0,0.0,6000,7.51,0,0.2,0.0,3
29,120000,1.0,11.0,0.0,3.0,5000,14.09,0,0.04,1.0,5
24,32000,0.0,9.0,2.0,0.0,3600,7.49,0,0.11,0.0,3
25,24000,0.0,3.0,5.0,2.0,6250,13.72,0,0.26,1.0,3
27,89000,2.0,11.0,1.0,3.0,2800,14.96,0,0.03,1.0,10
27,47000,0.0,11.0,2.0,1.0,1300,10.46,0,0.03,0.0,8
21,65000,0.0,5.0,0.0,1.0,16000,9.91,0,0.25,0.0,3
36,250000,0.0,2.0,5.0,0.0,20000,7.88,0,0.08,0.0,17
27,29004,0.0,6.0,5.0,0.0,7000,6.03,0,0.24,0.0,10
34,80300,2.0,3.0,4.0,2.0,15000,12.73,0,0.19,1.0,10
32,66300,2.0,5.0,2.0,0.0,6075,6.03,0,0.09,0.0,6
25,200000,2.0,0.0,1.0,1.0,12000,11.48,0,0.06,0.0,3
24,75744,2.0,2.0,0.0,1.0,15000,10.38,0,0.2,0.0,2
31,42000,1.0,0.0,4.0,1.0,7200,9.99,0,0.17,0.0,8
23,60000,0.0,2.0,3.0,0.0,9000,,0,0.15,0.0,4
31,87504,2.0,14.0,2.0,0.0,12650,8.9,0,0.14,0.0,10
26,58195,0.0,3.0,0.0,1.0,11000,9.91,0,0.19,0.0,2
27,100000,2.0,11.0,0.0,0.0,14400,,0,0.14,0.0,8
22,50000,2.0,6.0,1.0,0.0,4800,6.03,0,0.1,0.0,3
23,120000,2.0,0.0,1.0,2.0,23000,11.03,0,0.19,0.0,2
29,60000,0.0,0.0,3.0,0.0,4000,7.88,0,0.07,0.0,5
37,72000,2.0,12.0,3.0,0.0,5600,5.42,0,0.08,0.0,15
29,24000,2.0,7.0,2.0,0.0,10000,,0,0.42,0.0,6
25,61000,0.0,9.0,2.0,0.0,6000,,0,0.1,0.0,3
24,98000,2.0,8.0,2.0,1.0,25000,11.83,0,0.26,0.0,3
32,43625,0.0,2.0,0.0,1.0,1500,,0,0.03,0.0,10
25,52000,2.0,5.0,4.0,0.0,12000,7.88,0,0.23,0.0,3
30,648000,0.0,,5.0,2.0,8000,12.73,0,0.01,1.0,10
22,50000,1.0,4.0,0.0,1.0,5000,12.62,0,0.1,0.0,3
26,22800,0.0,4.0,5.0,2.0,5000,13.57,0,0.22,0.0,4
22,28800,0.0,3.0,2.0,0.0,2000,8.49,0,0.07,0.0,2
32,37300,0.0,2.0,3.0,1.0,5000,12.53,0,0.13,0.0,9
41,42000,0.0,5.0,5.0,2.0,2000,13.23,0,0.05,1.0,15
28,90722,2.0,7.0,4.0,1.0,18000,10.99,0,0.2,0.0,5
26,38376,2.0,3.0,1.0,0.0,14500,7.88,0,0.38,0.0,3
28,103000,2.0,2.0,1.0,0.0,5000,5.42,0,0.05,0.0,5
29,62000,2.0,6.0,3.0,0.0,12000,7.51,0,0.19,0.0,5
21,45432,2.0,4.0,1.0,1.0,5000,9.88,0,0.11,0.0,4
22,25000,0.0,3.0,1.0,1.0,3000,12.69,0,0.12,0.0,3
21,38000,2.0,5.0,1.0,2.0,7000,13.49,0,0.18,1.0,3
23,43600,2.0,4.0,1.0,0.0,7000,7.49,0,0.16,0.0,4
25,54000,2.0,9.0,0.0,2.0,16000,,0,0.3,0.0,4
23,103000,2.0,7.0,5.0,1.0,21850,10.0,0,0.21,0.0,3
27,40000,3.0,0.0,2.0,0.0,1200,,0,0.03,0.0,8
25,70000,0.0,6.0,0.0,1.0,15000,11.89,0,0.21,0.0,2
26,34000,2.0,8.0,0.0,0.0,6000,6.92,0,0.18,0.0,4
22,81600,2.0,6.0,0.0,0.0,1300,6.39,0,0.02,0.0,3
23,125000,0.0,7.0,3.0,1.0,20000,11.11,0,0.16,0.0,4
24,80000,2.0,8.0,5.0,2.0,24000,14.35,0,0.3,1.0,3
27,85000,2.0,8.0,3.0,1.0,7500,10.99,0,0.09,0.0,10
23,135000,2.0,1.0,1.0,3.0,12500,15.99,0,0.09,0.0,4
23,76800,2.0,4.0,3.0,0.0,10000,9.63,0,0.13,0.0,4
22,50000,1.0,1.0,2.0,0.0,3600,,0,0.07,0.0,2
26,109500,2.0,11.0,3.0,4.0,20000,17.56,0,0.18,0.0,2
27,43200,0.0,0.0,3.0,0.0,12000,8.94,0,0.28,0.0,5
26,80000,2.0,10.0,5.0,1.0,10800,11.99,0,0.14,0.0,3
37,72000,2.0,9.0,0.0,2.0,1600,13.92,0,0.02,0.0,12
26,42000,0.0,6.0,5.0,0.0,5000,7.29,0,0.12,0.0,4
25,54000,2.0,2.0,4.0,0.0,13000,6.92,0,0.24,0.0,4
24,77385,0.0,6.0,5.0,0.0,9200,6.03,0,0.12,0.0,3
23,57996,2.0,5.0,1.0,0.0,8800,7.51,0,0.15,0.0,2
23,67450,0.0,8.0,1.0,0.0,4000,6.76,0,0.06,0.0,3
36,105859,1.0,20.0,3.0,1.0,12000,11.99,0,0.11,0.0,15
29,68000,2.0,11.0,1.0,0.0,4000,5.99,0,0.06,0.0,5
28,102000,2.0,2.0,3.0,1.0,10000,12.18,0,0.1,0.0,7
43,50000,0.0,0.0,0.0,1.0,4500,10.74,0,0.09,0.0,16
32,56000,2.0,13.0,1.0,1.0,3000,8.88,0,0.05,0.0,9
38,24000,2.0,6.0,5.0,0.0,1500,6.03,0,0.06,0.0,16
23,46800,1.0,7.0,3.0,2.0,9000,,0,0.19,0.0,4
22,33280,0.0,2.0,3.0,2.0,10000,12.53,0,0.3,1.0,4
29,125000,2.0,2.0,2.0,2.0,3500,13.98,0,0.03,0.0,8
24,65000,2.0,8.0,4.0,0.0,2000,5.42,0,0.03,0.0,3
22,35000,0.0,2.0,3.0,1.0,10000,,0,0.29,0.0,2
29,62000,2.0,5.0,5.0,0.0,10000,5.99,0,0.16,0.0,8
34,160000,2.0,14.0,4.0,2.0,25000,13.49,0,0.16,1.0,5
24,72000,0.0,6.0,0.0,1.0,14400,10.0,0,0.2,0.0,4
27,52500,0.0,7.0,0.0,0.0,11425,7.51,0,0.22,0.0,7
23,95000,2.0,7.0,3.0,1.0,12000,11.99,0,0.13,0.0,3
22,88000,2.0,6.0,0.0,1.0,16000,11.71,0,0.18,0.0,3
40,172800,0.0,9.0,5.0,1.0,20000,,0,0.12,0.0,13
23,65000,2.0,7.0,5.0,0.0,7425,6.03,0,0.11,0.0,4
26,77004,2.0,0.0,2.0,1.0,6000,11.99,0,0.08,0.0,4
23,60996,0.0,7.0,0.0,2.0,14400,12.84,0,0.24,0.0,3
27,36000,2.0,6.0,3.0,1.0,4000,11.49,0,0.11,0.0,9
27,60132,0.0,11.0,3.0,1.0,10000,10.62,0,0.17,0.0,10
24,98000,1.0,8.0,3.0,0.0,12000,7.49,0,0.12,0.0,2
23,64500,2.0,4.0,1.0,0.0,5000,,0,0.08,0.0,2
27,34000,0.0,7.0,2.0,2.0,7000,15.96,0,0.21,1.0,10
23,45996,1.0,7.0,1.0,2.0,10000,13.16,0,0.22,0.0,3
25,180000,2.0,9.0,4.0,1.0,6000,12.42,0,0.03,0.0,4
33,93000,2.0,0.0,5.0,0.0,13000,7.51,0,0.14,0.0,6
25,38004,0.0,0.0,5.0,1.0,6000,11.89,0,0.16,0.0,2
23,33000,2.0,4.0,1.0,0.0,8000,7.49,0,0.24,0.0,3
30,180000,2.0,14.0,5.0,1.0,20000,11.48,0,0.11,0.0,8
22,63000,2.0,6.0,1.0,0.0,4500,5.42,0,0.07,0.0,2
29,26004,0.0,0.0,1.0,2.0,6500,11.91,0,0.25,0.0,10
39,250000,2.0,21.0,3.0,2.0,4000,15.23,0,0.02,0.0,13
23,36000,1.0,2.0,2.0,2.0,12000,12.53,0,0.33,0.0,2
47,37000,2.0,6.0,0.0,0.0,7400,8.0,0,0.2,0.0,13
26,82000,0.0,5.0,3.0,1.0,8000,10.99,0,0.1,0.0,3
40,100010,2.0,11.0,2.0,1.0,8000,9.99,0,0.08,0.0,15
21,50460,1.0,4.0,3.0,2.0,6000,13.49,0,0.12,0.0,3
43,122500,2.0,4.0,1.0,0.0,9150,6.03,0,0.07,0.0,12
22,40000,0.0,2.0,1.0,1.0,6200,12.69,0,0.15,0.0,3
25,45000,2.0,3.0,5.0,0.0,4000,8.59,0,0.09,0.0,3
33,150000,2.0,17.0,3.0,0.0,14000,6.62,0,0.09,0.0,7
35,64500,2.0,7.0,2.0,2.0,4500,12.53,0,0.07,0.0,9
24,80000,2.0,8.0,2.0,0.0,5550,8.49,0,0.07,0.0,3
23,78000,2.0,7.0,3.0,0.0,4600,7.66,0,0.06,0.0,3
23,40000,2.0,7.0,1.0,1.0,3500,12.21,0,0.09,0.0,3
29,40000,0.0,14.0,3.0,0.0,7000,7.14,0,0.17,0.0,5
25,28800,0.0,0.0,5.0,1.0,5500,9.76,0,0.19,0.0,4
22,57000,2.0,4.0,1.0,0.0,12875,7.9,0,0.23,0.0,2
41,51000,2.0,10.0,4.0,0.0,14500,8.94,0,0.28,0.0,11
23,26000,1.0,7.0,0.0,1.0,2000,10.36,0,0.08,0.0,2
28,75000,0.0,5.0,3.0,0.0,5000,7.88,0,0.07,0.0,6
22,21996,0.0,0.0,2.0,1.0,2500,11.89,0,0.11,0.0,2
51,60000,2.0,1.0,0.0,0.0,7500,,0,0.13,0.0,23
31,96000,2.0,15.0,4.0,3.0,8000,14.09,0,0.08,1.0,9
28,99996,0.0,7.0,2.0,1.0,5000,11.49,0,0.05,0.0,10
